"","text","retweet_count","favorited","truncated","id_str","in_reply_to_screen_name","source","retweeted","created_at","in_reply_to_status_id_str","in_reply_to_user_id_str","lang","listed_count","verified","location","user_id_str","description","geo_enabled","user_created_at","statuses_count","followers_count","favourites_count","protected","user_url","name","time_zone","user_lang","utc_offset","friends_count","screen_name"
"495","@RN_Keene But she'll go on the speaking circuit now. That's what they do. But only @HillaryClinton gets blamed for it.",0,FALSE,FALSE,"697530424780664832","RN_Keene","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Feb 10 21:19:47 +0000 2016","697529905131753473","33631811","en",58,FALSE,NA,"242958904","Political junkie; progressive liberal; blocked by #LizCheney #ChuckTodd #DonaldTrump & #KimDavis atty #MatStaver! No RWNJs pls.  #UniteBlue #WarOnWomen #PP #ACA",TRUE,"Wed Jan 26 00:15:38 +0000 2011",40729,2565,19503,FALSE,NA,"Nikki",NA,"en",NA,2746,"jrpaws"
"507","@thehill @HillaryClinton Ì†ΩÌ∂ïÌ†ºÌøº",0,FALSE,FALSE,"697530428920631297","thehill","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Feb 10 21:19:48 +0000 2016","697528731221491712","1917731","und",8,FALSE,"Some place where it's 5:00","2833019807","USF '19 ZBT | The Gym Is My Church | Social Liberalism | Secular Humanism | Yuppie | Pink Floyd | Die Hard Mets Fan | Live life with a sense of joy and wonder",TRUE,"Thu Oct 16 01:39:47 +0000 2014",3064,294,5365,FALSE,NA,"Wooderson","Eastern Time (US & Canada)","en",-18000,535,"SergioTheCuban"
"513","RT @RealJamesWoods: Only these disgusting pigs would leave the American flag on the ground like a rag. @HillaryClinton #ShameOnYou  https:/‚Ä¶",117,FALSE,FALSE,"697530429125955584",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Feb 10 21:19:48 +0000 2016",NA,NA,"en",84,FALSE,"Florida","860311272","Constitutional conservative, father, grandfather, concerned citizen",FALSE,"Wed Oct 03 20:46:41 +0000 2012",80191,880,22,FALSE,NA,"James Sandiford",NA,"en",NA,977,"JamesSandiford2"
"525","RT @Merlyn43: Michael Moore has a good point about #HillaryClinton https://t.co/C8wQ8wd8TO",1,FALSE,FALSE,"697530431730814976",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Feb 10 21:19:49 +0000 2016",NA,NA,"en",262,FALSE,NA,"2608043178",NA,FALSE,"Sun Jul 06 18:31:09 +0000 2014",97803,4656,3,FALSE,NA,"Sam Adams","Eastern Time (US & Canada)","en",-18000,4306,"Teapublicanways"
"526","@Nathantaft @NicoleJeanLTL @HillaryClinton ""I'll look into it."" Is Romney speak for ""None of your damn business. Now get me more champagne.""",0,FALSE,FALSE,"697530431273447426","Nathantaft","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Feb 10 21:19:48 +0000 2016","697524854438830081","441792136","en",3,FALSE,"Hemet CA","39051086",NA,TRUE,"Sun May 10 14:11:10 +0000 2009",2591,128,703,FALSE,NA,"Richard Dickinson","Tehran","en",12600,334,"RMD1035"
"533","So if I understand the #HillaryClinton pundits nobody cares about the #FBI investigation! So she would be doing this bad on her own? STFD!",0,FALSE,FALSE,"697530434561789952",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Feb 10 21:19:49 +0000 2016",NA,NA,"en",30,FALSE,"Lake Arrowhead, CA Native","2322798020","#Tcot Patriot Love God, Family & USA. Conservative POTUS 2016. Fix the Economy, 1st & 2nd Amend,0 immigration Policy #Berdoo2 #SB14 #Prayers4SB #OpenEyes #WUA",TRUE,"Sat Feb 01 19:48:06 +0000 2014",9132,3640,635,FALSE,NA,"Joe Lewis","Pacific Time (US & Canada)","en",-28800,4085,"BigMouthJoe"
"556","You Gotta understand, these people, @BillGates, @HillaryClinton , Rockefeller, Kissinger, Bush, #FDA, #CDC etc they want the best for you!",0,FALSE,FALSE,"697530439846617088",NA,"<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>",FALSE,"Wed Feb 10 21:19:51 +0000 2016",NA,NA,"en",73,FALSE,"The Universe","75903151","Observer of the enslaved planet Earth. I do not intervene on Earth Humans affairs; They'll learn with time...",FALSE,"Sun Sep 20 23:31:42 +0000 2009",37394,1275,618,FALSE,NA,"Silver Surfer","Pacific Time (US & Canada)","en",-28800,309,"AlexLFz"
"565","@birdgirl1001 And @nytimes, @washingtonpost and other papers wonder why they're dying. @HillaryClinton",0,FALSE,FALSE,"697530441532706816","birdgirl1001","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",FALSE,"Wed Feb 10 21:19:51 +0000 2016","697456067039621121","922047036","en",464,FALSE,NA,"275714700","Feminist. Liberal. Voter. |
Don't agonize, ORGANIZE. - Flo Kennedy 
#Prochoice #UniteWomen #UniteBlue #CTL | Our human rights, and nothing less.",FALSE,"Fri Apr 01 21:10:03 +0000 2011",159986,10596,14335,FALSE,NA,"L'Etat C'est Moi","Central Time (US & Canada)","en",-21600,11580,"letat_lechat"
"579","Sanders/Trump resonate on same issue-no superpac money! Hillary-pay attention! Fundraisers harm image. CGI loan an option? @HillaryClinton",0,FALSE,FALSE,"697530444762497025",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Feb 10 21:19:52 +0000 2016",NA,NA,"en",0,FALSE,"USA","350286040","Political junkie watching America implode. Observing blatant deceit, corruption and insanity in the system. Entrepreneur. Portfolio Manager.",FALSE,"Sun Aug 07 14:31:52 +0000 2011",235,23,4,FALSE,NA,"Hillary4POTUS","Eastern Time (US & Canada)","en",-18000,36,"Hillary4POTUS"
"605","RT @HillaryClinton: Glowing with pride in Columbia, South Carolina. https://t.co/okVvaglDzz",348,FALSE,FALSE,"697530449699078144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Feb 10 21:19:53 +0000 2016",NA,NA,"en",8,FALSE,"United States","441317106","Atheism. LGBTQ. Politics. Classical music lover. Beethoven follower- if he were alive today! Mozart too. US Army veteran. MBA, MPA, MS. Ready for #Hillary16-24!",FALSE,"Mon Dec 19 23:52:16 +0000 2011",11196,483,8293,FALSE,NA,"Gidonny.",NA,"en",NA,777,"gidonny"
"642","May be one reason why @HillaryClinton had double digit loss w/ women voters in NH. Sanders won women by 11 points. https://t.co/br7r2E1ekQ",0,FALSE,FALSE,"697530457441898497",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Feb 10 21:19:55 +0000 2016",NA,NA,"en",94,FALSE,NA,"1650858084","Not for the faint of heart if you can't handle truth or perceptions being challenged. Truth is a powerful weapon for good & we should never be afraid to use it.",FALSE,"Tue Aug 06 18:06:24 +0000 2013",108078,902,7458,FALSE,NA,"Pamela Jones",NA,"en",NA,1317,"goodnewsgoddess"
"658","****Report: A Dozen Email Accounts Belonging to @HillaryClinton AIDES Handled Top Secret Intel****  https://t.co/Pl9moIfEjD",0,FALSE,FALSE,"697530460964913152",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Feb 10 21:19:56 +0000 2016",NA,NA,"en",39,FALSE,"New Jerseyan in Kalifornia.","1293538381","News, Sports, Traffic & Weather. NYG, Yankees, Devils, Canucks,  Hershey Bears, Seahawks. #Cruz2016 CONSERVATIVE. NJ-NYC-Philly-soCal-Seattle-YVR. Exit 98",FALSE,"Sun Mar 24 04:07:47 +0000 2013",53365,1136,22100,FALSE,NA,"jerZboyUSA","Pacific Time (US & Canada)","en",-28800,2227,"jerZboyUSA"
"667","RT @CNNSitRoom: Former White House press secretary Jay Carney says @POTUS supports @HillaryClinton https://t.co/KCCR6m1UV1 https://t.co/vkg‚Ä¶",3,FALSE,FALSE,"697530463301214209",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Feb 10 21:19:56 +0000 2016",NA,NA,"en",10,FALSE,"The Great State of Texas","1342532371","Texas Aggie '16 majoring in #Geophysics | President of @AggieDems | Houstonian | Tweets and views are of my own devising | RT ‚â† Endoresements",FALSE,"Wed Apr 10 18:07:30 +0000 2013",2574,199,1819,FALSE,"http://tx.ag/aggiedemocrats","Amol Shalia",NA,"en",NA,1240,"AmolShalia"
"706","@JasonMDNA @HillaryClinton has been unbelievably nice 2 #Bernie while he lied &amp; used innuendos at her! Truth will come out soon &amp; he'll fall",0,FALSE,FALSE,"697530471559913472","JasonMDNA","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Feb 10 21:19:58 +0000 2016","697474349562011648","1139717690","en",23,FALSE,NA,"1007187600",NA,TRUE,"Wed Dec 12 20:05:40 +0000 2012",13992,196,1230,FALSE,NA,"Roberta G. Zuckerman",NA,"en",NA,44,"Roberta1836"
"716","@HillaryClinton what if we text.. jail",0,FALSE,FALSE,"697530473770311681","HillaryClinton","<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>",FALSE,"Wed Feb 10 21:19:59 +0000 2016","697477433885401089","1339835893","en",4,FALSE,"PuttingGreen if I'm lucky","4352218515","Politics and golf...liberals annoy me. Young woodworker on the side, Consultant by day.",FALSE,"Wed Dec 02 16:27:58 +0000 2015",2117,53,3,FALSE,NA,"YoungWood","Pacific Time (US & Canada)","en",-28800,162,"1981SawDust"
"733","@MsEdaHo I like Charlie too. Given his willingness to speak out on the morality of others, am curious what he thinks about @HillaryClinton",0,FALSE,FALSE,"697530475808686083","MsEdaHo","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Feb 10 21:19:59 +0000 2016","697517112928108545","2967882616","en",13,FALSE,NA,"478997877","It's not about the money, money, money... just wanna make the world dance",TRUE,"Mon Jan 30 22:12:01 +0000 2012",1462,480,106,FALSE,NA,"Jack Pullara","Eastern Time (US & Canada)","en",-18000,299,"jackpullara"
"747","RT @RealJamesWoods: Only these disgusting pigs would leave the American flag on the ground like a rag. @HillaryClinton #ShameOnYou  https:/‚Ä¶",119,FALSE,FALSE,"697530478858002433",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Feb 10 21:20:00 +0000 2016",NA,NA,"en",2,FALSE,NA,"1674271836","#2ndAmendment #comeandtakeit Detroit LIONS, MICHIGAN, RED WINGS, #CBJ. Bow Hunt or Die",TRUE,"Thu Aug 15 23:39:40 +0000 2013",1843,334,4372,FALSE,NA,"MC",NA,"en",NA,1942,"MitchCrocker808"
"763","RT @HillaryClinton: If you‚Äôre standing with Hillary tonight, let her know. https://t.co/wLwS0T2te2",2392,FALSE,FALSE,"697530481961598976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Feb 10 21:20:01 +0000 2016",NA,NA,"en",64,FALSE,"Chicago, IL","865927014","Clouderan working on BigData and DataScience @Cloudera. Past - BigData/DataScience @ Monsanto",TRUE,"Sun Oct 07 07:38:42 +0000 2012",1914,333,890,FALSE,"http://www.cloudera.com","Guru Medasani","Eastern Time (US & Canada)","en",-18000,986,"gurumedasani"
"772","@RMaupins @sean_p_thomas @HillaryClinton At least we will be spared another round of the Clinton Crime family. Feel the Bern!",0,FALSE,FALSE,"697530484948135939","RMaupins","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Feb 10 21:20:01 +0000 2016","697518982006501376","2588629239","en",1,FALSE,"Nirvana","2829903282",NA,FALSE,"Wed Sep 24 13:57:51 +0000 2014",1232,33,37,FALSE,NA,"Bio Wreck",NA,"en",NA,16,"BioWreck"
"789","RT @RealJamesWoods: Only these disgusting pigs would leave the American flag on the ground like a rag. @HillaryClinton #ShameOnYou  https:/‚Ä¶",120,FALSE,FALSE,"697530488425226240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Feb 10 21:20:02 +0000 2016",NA,NA,"en",0,FALSE,NA,"331615894","If you believe government can be trusted with anything, you have already given up your freedom.",FALSE,"Fri Jul 08 13:08:39 +0000 2011",310,30,164,FALSE,NA,"Dave S",NA,"en",NA,166,"socialviolation"
"801","@CNNSitRoom @POTUS @HillaryClinton obviously.",0,FALSE,FALSE,"697530490874654725","CNNSitRoom","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Feb 10 21:20:03 +0000 2016","697530201836748800","34310801","en",0,FALSE,NA,"4854898840",NA,FALSE,"Wed Jan 27 20:45:19 +0000 2016",147,49,1818,FALSE,NA,"Sean for Bernie",NA,"en",NA,249,"HavensSean"
"802","RT @HillaryClinton: The New Hampshire cold won‚Äôt stop us! Say you‚Äôre with her: https://t.co/QsOMLc1aCX https://t.co/fr8M7yuMOe",469,FALSE,FALSE,"697530491285729281",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Feb 10 21:20:03 +0000 2016",NA,NA,"en",19,FALSE,NA,"545220045","Enjoy my life with family & friends & count my blessings. Director at McCann Ericson advertising. Then owned my own advertising agency. Dr of Chemistry",FALSE,"Wed Apr 04 13:42:29 +0000 2012",1821,174,2843,FALSE,NA,"Ann Demps",NA,"en",NA,277,"ann_dempsey"
"806","RT @RNRMaryland: I believe #HillaryClinton  you are right looking forward to you behind bars! #RedNationRising #UniteBlue #PJNET https://t.‚Ä¶",29,FALSE,FALSE,"697530491528990720",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>",FALSE,"Wed Feb 10 21:20:03 +0000 2016",NA,NA,"en",49,FALSE,NA,"3251663735",NA,FALSE,"Wed May 13 14:13:54 +0000 2015",12244,1082,59,FALSE,NA,"RNR New England",NA,"en",NA,877,"RNRNewEngland"
"809","@RealJamesWoods @HillaryClinton @postpolitics @melinamara Every true patriot has their blood boiling at this time! Hiliarly is disrespectful",0,FALSE,FALSE,"697530491432402944","RealJamesWoods","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Feb 10 21:20:03 +0000 2016","697529138005970944","78523300","en",43,FALSE,"California, USA","191156581","International Director at Equipping Leadership - Helping global leaders maximize their life's work by mastering The Great Command and Great Commission",TRUE,"Wed Sep 15 18:57:18 +0000 2010",9334,1022,5618,FALSE,"http://equippingleadership.com","Dave Holden","Pacific Time (US & Canada)","en",-28800,303,"HDavidHolden"
"831","@EnviroNewsTV @HillaryClinton if it gets votes.......",0,FALSE,FALSE,"697530496746655744","EnviroNewsTV","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Feb 10 21:20:04 +0000 2016","697529860361576449","267449695","en",0,FALSE,"Derbyshire. UK","29682235","All my own opinions.",FALSE,"Wed Apr 08 09:35:34 +0000 2009",775,257,8,FALSE,NA,"Peter Burnett","London","en",0,1251,"pete2952"
"841","RT @France4Hillary: Because @HillaryClinton is a pragmatist who gets things done, she allows us to DREAM BIGGER!
#ImWithHer #HillYes https:‚Ä¶",29,FALSE,FALSE,"697530498558464000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Feb 10 21:20:05 +0000 2016",NA,NA,"en",8,FALSE,"United States","441317106","Atheism. LGBTQ. Politics. Classical music lover. Beethoven follower- if he were alive today! Mozart too. US Army veteran. MBA, MPA, MS. Ready for #Hillary16-24!",FALSE,"Mon Dec 19 23:52:16 +0000 2011",11197,483,8294,FALSE,NA,"Gidonny.",NA,"en",NA,777,"gidonny"
"855","@ScottFordTVGuy @CarlyFiorina is a far more intelligent and articulate person than @HillaryClinton. Also, far less rape blood on her hands.",0,FALSE,FALSE,"697530501456760832","ScottFordTVGuy","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Feb 10 21:20:05 +0000 2016","697529594530770944","413327979","en",2,FALSE,"Washington, USA","4856682798","Drinker & Clinton lapdog.",FALSE,"Thu Feb 04 02:08:06 +0000 2016",375,84,122,FALSE,NA,"Drunk Chris Matthews",NA,"en",NA,184,"DrunkChrisMatt"
"864","Votar por @HillaryClinton es votar por la guerra: #Assange https://t.co/zXHouutGJa https://t.co/CKHWVgkujB",0,FALSE,FALSE,"697530503499350016",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",FALSE,"Wed Feb 10 21:20:06 +0000 2016",NA,NA,"es",3030,FALSE,"M√©xico DF","42782290","Las noticias del diario global m√°s grande del mundo en 140 caracteres.",TRUE,"Wed May 27 01:35:35 +0000 2009",380884,463011,189,FALSE,"http://www.publimetro.com.mx/","Publimetro MX","Mexico City","es",-21600,1110,"PublimetroMX"
"874","RT @Mike_USPatriot: @RealJamesWoods @HillaryClinton Like the same person that left 4 Americans on the ground in Benghazi?",2,FALSE,FALSE,"697530506951266304",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Feb 10 21:20:07 +0000 2016",NA,NA,"en",39,FALSE,"Yarrow BC","2355819120","Carpenter/renovator Deficiency person                              
Former tumble weed. Refined in the Fire Our God is a Just God",TRUE,"Sat Feb 22 05:14:37 +0000 2014",13693,2019,17438,FALSE,NA,"Angus James Ferguson",NA,"en",NA,2035,"AngusJames3"
"877","RT @CelesteKatzNYC: WHOA, @RepJeffries ripping @BernieSanders on @HillaryClinton call: says he's been 'missing in action' on minority issue‚Ä¶",6,FALSE,FALSE,"697530507458912256",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Feb 10 21:20:07 +0000 2016",NA,NA,"en",131,FALSE,"Raleigh, NC","550253258","...amicitiae, amare, honestum, passibili, misericordia, fide, dignitatem,  fiduciam, officium, communicatio, iustitia, gaudium, risus...",FALSE,"Tue Apr 10 16:39:43 +0000 2012",59798,2158,35676,FALSE,NA,"Scarce Commodities","Atlantic Time (Canada)","en",-14400,2335,"LaPajamas"
"899","@AModelsMom2011 @RepRutherford @HillaryClinton I have researched these issues you have with him and they are all bunk. Maybe you should too.",0,FALSE,FALSE,"697530511191883776","AModelsMom2011","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Feb 10 21:20:08 +0000 2016","697528556365209601","305017129","en",2,FALSE,NA,"254360687",NA,FALSE,"Sat Feb 19 03:54:40 +0000 2011",1577,56,1130,FALSE,NA,"Sam Ross",NA,"en",NA,297,"sross0830"
"900","Malala supports @HillaryClinton 'Nuff said #ImWithHer https://t.co/Jt2dKNeCs6",0,FALSE,FALSE,"697530510902435844",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Feb 10 21:20:07 +0000 2016",NA,NA,"en",64,FALSE,"Global Free Spirit","151185187","~ Equine Sports Massage Therapy ~ Holistic Healing With MettƒÅ (PƒÅli for LovingKindness) ~ Lungta: Tibetan for Windhorse ~ Namaste ~",TRUE,"Wed Jun 02 20:32:52 +0000 2010",36184,1036,39682,FALSE,"https://www.facebook.com/pages/Lungta-Equine-Yoga-Massage/111560875538821?ref=bookmarks","Lungta Wellness","Eastern Time (US & Canada)","en",-18000,297,"lungtawellness"
"901","@tedcruz #NameCheck @HillaryClinton about the Rockefeller Initiative #Disclosure @POTUS https://t.co/Vl9hwVyy94",0,FALSE,FALSE,"697530511208665088","tedcruz","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Feb 10 21:20:08 +0000 2016",NA,"23022687","en",25,FALSE,"Washington DC","1602074497",NA,FALSE,"Wed Jul 17 23:18:12 +0000 2013",18005,1313,1026,FALSE,NA,"elizabeth trutwin","Pacific Time (US & Canada)","en",-28800,1626,"aamidway"
"934","RT @the_intercept: Bill and @HillaryClinton have  made at least $139M from speeches, including $35M from the financial sector. https://t.co‚Ä¶",650,FALSE,FALSE,"697530516363345921",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Feb 10 21:20:09 +0000 2016",NA,NA,"en",1,FALSE,NA,"477936599","Nina's House",TRUE,"Sun Jan 29 18:40:47 +0000 2012",6372,210,4143,FALSE,NA,"Es√°i Luna",NA,"en",NA,100,"EsaitunaLuna"
"966","Bernie Sanders cannot debate for shit #HillaryClintonforthewin",0,FALSE,FALSE,"697530522877165568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Feb 10 21:20:10 +0000 2016",NA,NA,"en",3,FALSE,"huddz","36389454","Everything is possible, the impossible just takes longer.",TRUE,"Wed Apr 29 15:47:45 +0000 2009",6927,202,191,FALSE,NA,"Kieran","London","en",0,294,"kezz_p"
"969","@HillaryClinton U need 2 reach out 2 young powerful women and get them to get out to help campaign i.e.; Katy perry , Selena gomez , Beyonc√©",0,FALSE,FALSE,"697530522486976512","HillaryClinton","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Feb 10 21:20:10 +0000 2016","697136406443896832","1339835893","en",0,FALSE,NA,"2834096805",NA,FALSE,"Thu Oct 16 14:11:48 +0000 2014",8,3,0,FALSE,NA,"JAO",NA,"en",NA,33,"JAO71011"
"980","https://t.co/fGm2MLw9CS can @BernieSanders win in #nevada too now?We sure think so!Though @HillaryClinton is ahead there...but #FeelTheBern",0,FALSE,FALSE,"697530524491980800",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Feb 10 21:20:11 +0000 2016",NA,NA,"en",10,FALSE,"London, England","3407473721","A blog about recent political and entertainment events with professional articles and constant updates.",FALSE,"Fri Aug 07 17:10:57 +0000 2015",799,241,99,FALSE,"http://finchley1959.blogspot.hu/","finchley1959","Pacific Time (US & Canada)","en",-28800,666,"finchley1959"
"993","RT @RealJamesWoods: Only these disgusting pigs would leave the American flag on the ground like a rag. @HillaryClinton #ShameOnYou  https:/‚Ä¶",121,FALSE,FALSE,"697530527847489536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Feb 10 21:20:11 +0000 2016",NA,NA,"en",12,FALSE," Yankee livin in the south","50913710","Conservative, libertarian leaning, Army veteran, pro life, capitalist. Still call Detroit my home.",TRUE,"Fri Jun 26 04:01:18 +0000 2009",11930,256,17870,FALSE,NA,"MaryR","Central Time (US & Canada)","en",-21600,321,"local_onthe8"
"1035","RT @ladyboomernyc: Carrying a gun on a train is not the same as having it in checked luggage on a plane, Bernie. @TheView @HillaryClinton #‚Ä¶",2,FALSE,FALSE,"697530534713389056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Feb 10 21:20:13 +0000 2016",NA,NA,"en",45,FALSE,NA,"616487153","Most days it's one foot in front of the other.",TRUE,"Sat Jun 23 21:24:31 +0000 2012",43533,1224,6306,FALSE,NA,"$","Eastern Time (US & Canada)","en",-18000,1246,"EybertD"
"1048","https://t.co/wx4mXJD681  I am voting for #HillaryClinton for many reasons",0,FALSE,FALSE,"697530536609198080",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Feb 10 21:20:14 +0000 2016",NA,NA,"en",2,FALSE,"Chicago","41127224","Employment Lady Lawyer with Werman Salas P.C., UChicago Law Alumna, Golden Gopher, Big Sister, Feminist. Opinions are my own.",TRUE,"Tue May 19 14:37:41 +0000 2009",1978,179,181,FALSE,"http://flsalaw.com/","Sarah Arendt","Central Time (US & Canada)","en",-21600,276,"ArentUSarah"
"1053","@HillaryClinton well the defendant please rise
https://t.co/ptnvyEOaqR",0,FALSE,FALSE,"697530537318203392","HillaryClinton","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Feb 10 21:20:14 +0000 2016","697506062161879040","1339835893","en",1,FALSE,NA,"4172823591",NA,FALSE,"Thu Nov 12 17:37:55 +0000 2015",539,14,96,FALSE,NA,"John",NA,"en",NA,103,"rbtbyfh"
"1072","RT @RealJamesWoods: Only these disgusting pigs would leave the American flag on the ground like a rag. @HillaryClinton #ShameOnYou  https:/‚Ä¶",122,FALSE,FALSE,"697530541105659904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Feb 10 21:20:15 +0000 2016",NA,NA,"en",11,FALSE,NA,"312392374",NA,TRUE,"Tue Jun 07 02:00:16 +0000 2011",9358,228,4823,FALSE,NA,"usa",NA,"en",NA,178,"stone2050"
"1080","@HillaryClinton Thnk u 4 supporting neighborhood public schools! The reformers r destroying our schools&amp; communities https://t.co/Ah3aKt4Kj8",0,FALSE,FALSE,"697530541239734272","HillaryClinton","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Feb 10 21:20:15 +0000 2016",NA,"1339835893","en",0,FALSE,NA,"470514132","Southern girl who loves mountains and big open sky.  I love the arts and all things didactic.  Miss the big city life, sometimes.",FALSE,"Sat Jan 21 21:06:56 +0000 2012",749,32,462,FALSE,NA,"Camilla Susser","Mountain Time (US & Canada)","en",-25200,90,"CamillaSusser"
"1091","RT @AbominationObam: #HillaryClinton is
SO #SuchALiar 
SO #Corrupt 
SO #UnTrustWorthy 
SO #AntiAmerican
SO #WeakOnTerror
SO #Hypocritical h‚Ä¶",1,FALSE,FALSE,"697530544037298176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Feb 10 21:20:15 +0000 2016",NA,NA,"en",3,FALSE,NA,"4411104040","Believe Jesus is my savior, love my family and my country.",TRUE,"Tue Dec 08 02:20:04 +0000 2015",2531,150,5285,FALSE,NA,"debbie",NA,"en",NA,53,"Me27228077"
"1095","@seanspicer @HillaryClinton the reaction in the Deep South...would be amazing lol",0,FALSE,FALSE,"697530545560031232","seanspicer","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Feb 10 21:20:16 +0000 2016","697226283982462976","20776147","en",2,FALSE,"Ottawa canada","24616501",NA,FALSE,"Mon Mar 16 00:28:31 +0000 2009",475,33,8,FALSE,NA,"Paul Dooling","Quito","en",-18000,345,"ey804paul"
"1104","RT @RyanHeathAdams: I will donate up to $500 to @HillaryClinton for every Retweet this gets. Time to Bern Bernies ass! #ImWithHer #NHPrimar‚Ä¶",303,FALSE,FALSE,"697530547267072000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Feb 10 21:20:16 +0000 2016",NA,NA,"en",7,FALSE,"NJ","3001327774",NA,FALSE,"Tue Jan 27 12:28:12 +0000 2015",4558,58,973,FALSE,NA,"Wes",NA,"en",NA,70,"Wes72971"
